ID_Institution,ID_KG,picNumber,vatNumber,name,shortName,activityType,street,postCode,city,country,geolocation,organizationURL
,3272,,,Ente di gestione per i Parchi e la Biodiversità - Delta del Po,,PUB,"C.so G.Mazzini, 200",44022,Comacchio,IT   ,,www.parcodeltapo.it
,3449,,,Parco Naturale Regionale delle Serre,,OTH,Via Santa Rosellina n. 2,89822,Serra San Bruno,IT   ,,www.parcodelleserre.it
,3450,,,Parco Nazionale dell'Asinara,,OTH,"Via Josto, 7 ",7046,Porto Torres,IT   ,,www.parcoasinara.org
,3829,,,Paragon Europe Ltd,,OTH,,MST 9054,MOSTA,MT   ,,www.paragoneurope.eu/
,6837,,,Pantrak Transportation Ltd,,PRC,Loch Park 2,KA7 4EU,Doonfoot,GB   ,,www.pantrak.com/
,4114,972877991,NL809981737B01,PANTEIA BV,PAN,PRC,BREDEWATER 26,2715 CA,ZOETERMEER,NL,"52.0500968,4.4755767",www.panteia.nl
,3448,988519920,,PANITTICA PUGLIESE - SOCIETA' AGRICOLA SPA,PAN,PRC,PIAZZA LUIGI DI SAVOIA 30,70121,BARI,IT,,www.panittica.it
,4500,,,Pan Fish Norway AS,,PRC,Grimmergata 5,,ALESUND,NO   ,,www.panfish.no
,4660,997430631,PL7390504515,Instytut Rozrodu Zwierzat i Badan Zywnosci Polskiej Akademii Nauk,IAR & FR,OTH,TUWIMA 10,10748,OLSZTYN,PL,"53.75480615,20.4723235926963",www.pan.olsztyn.pl
,6836,,,Pallion Engineering Limited,,PRC,Pallion New Rd,SR4 6LL,Sunderland ,GB   ,,www.pallionshipyard.co.uk/
,1079,,,Paldiski Municipality,,,Rae tn 38,76806,Paldiski linn,EE   ,,www.paldiski.ee/
,6156,997386011,,PAGES ASSOCIATION,PAGES,OTH,Zähringerstrasse 25,3012,Bern,CH,,www.pages-igbp.org/
,1437,,,"Direction régionale de l'environnement, de l'aménagement et du logement de Provence-Alpes-Côte d'Azur",DREAL PACA,PUB,,13002,Marseille,FR   ,,www.paca.developpement-durable.gouv.fr
,3819,,,Malta Environment & Planning Authority,MEPA,OTH,"St Francis Ravelin,",FRN 1230,Floriana ,MT   ,,www.pa.org.mt/
,3178,,,"Camera di Commercio, Industria, Artigianato e Agricoltura di Palermo",C.C.I.A.A.,,VIA EMERICO AMARI 11,90139,PALERMO,IT   ,,www.pa.camcom.it
,942,,,OXYMAT A/S,,,Fasanvej 18 20 Skarod,3200 ,HELSINGE,DK   ,,www.oxymat.dk
,941,965476212,DK13184488,OXYGUARD INTERNATIONAL AS,OXY,PRC,FARUM GYDEVEJ 64,3520,FARUM,DK,"55.836,12.3995",www.oxyguard.dk
,6835,987579990,,OXFORD SENSOR TECHNOLOGY LIMITED,OXFORD SENSOR,PRC,BLACKLANDS WAY 25,OX14 1DY,ABINGDON,UK,,www.oxfordsensor.com
,1676,,,Oaxalis SCOP SA,,PRC,boulevard Président Wilson 603,73100,Aix-les-Bains,FR   ,,www.oxalis-scop.fr/
,7073,,,University of Oxford,,HES,Wellington Square ,OX1 2JD,Oxford ,GB   ,,www.ox.ac.uk/
,347,999743790,BE0433270195,ORGANIC WASTE SYSTEMS NV,OWS NV,PRC,DOK NOORD 5,9000,GENT,BE,"51.0675548,3.733189",www.ows.be
,2328,,,Oel-Wärme Institut GmbH,OWI,,Kaiserstraße 100,52134,Herzogenrath,DE   ,,www.owi-aachen.de
,6818,991960025,,Offshore Wave Energy Ltd,OWEL,PRC,Lezant Tamaris House,PL15 9PP,Launceston,UK,,www.owel.co.uk
,2754,,,Central Directorate for Water and Environment,OVF,,MÁRVÁNY STREET 1 / D,1253,Budapest,HU   ,,www.ovf.hu/en/
,5316,,,Ayuntamiento de Ourense,,PUB,"Praza Maior, 1", 32005,Ourense,ES   ,,www.ourense.gal/gl/
,1263,999844670,FI02458955,OULUN YLIOPISTO,UOULU,HES,PENTTI KAITERAN KATU 1,90014,OULU,FI,"65.0565875,25.4675222",www.oulu.fi
,1234,,,Regional Rescue Services of Oulu-Koillismaa,,,,,,FI   ,,www.ouka.fi/oulu/pelastuslaitos
,600,994796014,,Ocean University of China,OUC,HES,YUSHAN ROAD 5,266003,QINGDAO,CN,"36.0584015,120.3305166",www.ouc.edu.cn
,3442,,,Observatory on Tourism in the European Islands,OTIE,OTH,Via Emerico Amari 38,90139 ,Palermo,IT   ,,www.otie.org
,782,998738870,CZ61988987,OSTRAVSKA UNIVERZITA V OSTRAVE,OU,HES,DVORAKOVA 7,70103,OSTRAVA 1,CZ,"49.8382024,18.2907518112512",www.osu.cz
,5991,,,Osthammar Municipality,,PUB,Stångörsgatan 10,742 21, Östhammar,SE   ,,www.osthammar.se
,2336,,,Ostfriesland Tourismus GmbH,,,Ledastraße 10,26789, Leer ,DE   ,,www.ostfriesland.de/
,7448,959324375,NO989861751MVA,NORSUS NORSK INSTITUTT FOR BAEREKRFTSFORSKNING AS,NORSUS Norwegian Institute of Sustainability Research,REC,STADION 4,1671,KRAKEROY,NO,"60.5000209,9.0999715",www.ostfoldforskning.no
,4499,,,Oslofjord Outdoor Recreation Council,OF,PUB,Gamle Drammensvei 203,1337,Sandvika,NO   ,,www.oslofjorden.org
,4498,994216051,NO958935420MVA,OSLO KOMMUNE,OSLO KOMMUNE,PUB,RADHUSET,0037,OSLO,NO,"60.0518829,10.6799603",www.oslo.kommune.no
,1337,,,Autorité Portuaire de Marseille,,,Place de la Joliette 23,13226 ,Marseille,FR   ,,www.osezlej1.fr/
,5990,999650088,SE202100292401,OREBRO UNIVERSITY,ORU,HES,FAKULTETSGATAN  1,70182,OREBRO,SE,"59.2551319,15.2501624",www.oru.se
,2603,,,Hellenic Ornithological Society,HOS,OTH,Themistokleous 80, GR-10681,ATHENS,GR   ,,www.ornithologiki.gr
,1684,964892466,,ORME SARL,ORME,PRC,RUE PIERRE GILLES DE GENNES 227,31670,LABEGE CEDEX,FR,,www.orme-toulouse.com
,6806,953210853,,NWES PROPERTY SERVICES LIMITED,OE,PRC,GUILDHALL HILL 4B NORWICH,NR2 1JH,NORWICH,UK,,www.orbisenergy.net
,939,,,Orbicon,,PRC,Linnés Allé 2,DK - 2630 ,Taastrup,DK   ,,www.orbicon.com
,3175,,,Camera di Commercio di Oristano,,PUB,"Via Giosuè Carducci, 23",09170 ,Oristano,IT   ,,www.or.camcom.it
,5683,951112258,,ORGANIZACION CALIDAD Y PROYECTOS SL,OQP,PRC,AVENIDA MARE DEU MONTSERRAT 218,08041,BARCELONA,ES,,www.oqpbcn.com
,2335,998329821,,OPUS MARINE GMBH,OPUS,PRC,NEHLSSTRASSE 55,20457,HAMBURG,DE,,www.opusmarine.com
,2613,984038326,EL099783076,I. PANARETOU - CHAR. KOSTOPOULOS OE,OPTIONSNET,PRC,MAIZONOS STR 121,262 22,PATRA,EL,"38.2462033,21.7352492",www.optionsnet.gr
,5503,,,Fundación Observatorio de Prospectiva Tecnológica Industrial,OPTI,OTH,"Calle de Montalbán, 3",28014 ,Madrid,ES   ,,www.opti.org/
,4700,,,Optel sp. z o.o.,,,Ul Otwarta 10 a,,WROCLAW,PL   ,,www.optel.pl
,5682,,,Organización de Productores de Mexillon de Galicia,OPMEGA,OTH,"Avenida de la Marina, 25",36600,Vilagarcía de Arousa,ES   ,,www.opmega.com
,122,958894374,ATU66957812,OPENTRACK RAILWAY TECHNOLOGY GMBH,ORT,PRC,KAASGRABENGASSE 19,1190,WIEN,AT,"48.2504639,16.3389387",www.opentrack.at
,6823,,,Open University,,HES,"Walton Hall, Kents Hill",MK7 6AA,Milton Keynes,GB   ,,www.open.ac.uk/
,6820,952516624,,OIL POLLUTION ENVIRONMENTAL CONTROL LIMITED,OPEC,PRC,MARTIN STREET OPEC HOUSE,WF17 9PJ,BIRSTALL BATLEY WEST YORKSHIRE,UK,,www.opec.co.uk
,2492,,,Water board of Oldenburg and East Frisia,,OTH,Georgstraße 4,26919,Brake,DE   ,,www.oowv.de
,1453,,,École Nationale d'Ingénieurs des Techniques des Industries Agricoles et Alimentaires,ENITIAA,HES,CS 40706,44307,Nantes,FR   ,,www.oniris-nantes.fr
,3867,993304057,,Office National des Hydrocarbures et des mines,ONHYM,PUB,Avenue Moulay Hassan 5,10050,Rabat,MA,,www.onhym.com
,1682,999994438,FR36775722879,OFFICE NATIONAL D'ETUDES ET DE RECHERCHES AEROSPATIALES,ONERA,REC,CHEMIN DE LA HUNIERE,91120,PALAISEAU,FR,"48.7093302,2.2268897",www.onera.fr
,2325,986364192,,O.M.T. OBERFLACHEN- UND MATERIALTECHNOLOGIE GMBH,OMT,PRC,SEELANDSTRASSE 7,23569,LUBECK,DE,,www.omt.de
,6154,953200086,CHE105367974TVA,OMNISENS SA,OMNI,PRC,RIOND BOSSON 3,,MORGES,CH,"46.50528715,6.486358597823564",www.omnisens.ch
,6807,,,Ocean & Land Resource Assessment Consultants,OLRAC,,,,,GB   ,,www.olsps.com/fisheries/about.html
,2682,994857900,,PIRAEUS PORT AUTHORITY  SA,PPA SA,PRC,AKTI MIAOULI   10,18538,PIRAEUS,EL,"37.944369,23.6437795",www.olp.gr
,4496,,,Olex AS,Olex,PRC,Pirsenteret,,TRONDHEIM,NO   ,,www.olex.no
,4495,986963846,,OLDERMANN SEAFOOD AS,OS,PRC,VAL,7970,KOLVEREID,NO,,www.oldermann.no
,1965,,,City of Oldenburg,,OTH,Markt 20/21,26105,Oldenburg,DE   ,,www.oldenburg.de
,4332,988284016,NO981124626MVA,DR TECHN OLAV OLSEN AS,OO,PRC,VOLLSVEIEN 17 A,1366,LYSAKER,NO,"59.9144774,10.6363591",www.olavolsen.no
,6208,991214095,,NATIONAL SUN YAT-SEN UNIVERSITY,NSYSU,HES,Lienhai Road 70,80424,Kaohsiung,TW,,www.oia.nsysu.edu.tw/english/index.php
,6819,,,OHMEX Ltd,,PRC,Hannah Way,SO41 8JD,Hampshire,GB   ,,www.ohmex.com/
,938,998736154,DK27618723,OHMATEX A/S,Ohmatex A/S,PRC,SKANDERBORGVEJ 234,8260,VIBY J,DK,"56.4469128,9.4059354",www.ohmatex.dk
,3418,999625644,IT00055590327,ISTITUTO NAZIONALE DI OCEANOGRAFIA E DI GEOFISICA SPERIMENTALE,OGS,REC,Borgo Grotta Gigante  42/C,34010,SGONICO-TRIESTE,IT,"45.7094645,13.7639131",www.ogs.trieste.it
,2077,,,Foundation Offshore Wind Energy,OffWEA,,Oldenburger Str. 65,D-26316, Varel,DE   ,,www.offshore-stiftung.de
,937,,,Offshoreenergy.dk,,,Dokvej 3,DK-6700,Esbjerg,DK   ,,www.offshoreenergy.dk
,2329,999594313,DE811582102,OFFIS EV,OFFIS EV,REC,ESCHERWEG 2,26121,OLDENBURG,DE,"53.1488083,8.2000673",www.offis.de
,4811,,,Comunidade Intermunicipal do Oeste,Oeste CIM,OTH,Av. Gen. Pedro Cardoso 9,2500-922,Caldas da Rainha,PT   ,,www.oestecim.pt
,119,,,OESTERREICHISCHER LLOYD SHIPMANAGEMENT GMBH,,,Kolingasse 12,Vienna,Vienna,AT   ,,www.oelsm.com/
,2331,999519817,DE142117254,OEKO-INSTITUT E.V. - INSTITUT FUER ANGEWANDTE OEKOLOGIE,OEKO,REC,Merzhauser Strasse 173,79100,FREIBURG,DE,"47.9793808,7.8316041",www.oeko.de
,1680,,,Office de l’Environnement de la Corse,OEC,PUB,Avenue Jean Nicoli 14,20250,Corte,FR   ,,www.oec.corsica/
,60,996623494,,ÖBB-Personenverkehr AG,ÖBB-PV AG,PRC,Wagramer Strasse 17-19,1220,Vienna,AT,,www.oebb.at
,6831,,,Overseas Development Group,ODG,,"University of East Anglia, Earlham Road",,,GB   ,,www.odg.uea.ac.uk
,935,,,Odense Municipality,,,Skulkenborg 1,5000,ODENSE,DK   ,,www.odense.dk
,6345,973690075,UA261340815404,Odessa State Environmental University,OSENU,HES,Lvivska  15,65016,Odessa,UA,"46.4017636,30.7473249",www.odeku.edu.ua
,3937,,,Delft University of Technology,TU Delft,HES,Julianalaan 134,2628 BL,DELFT,NL   ,,www.ocp.tudelft.nl/wbmt
,4111,,,Oceanographic Company of the Netherlands BV,OCN,PRC,Pucklaan 3,7981 LN,Diever,NL   ,,www.ocn.nl
,2326,987202078,,OceanWaveS GmbH,OW,PRC,Vor dem Bardowicker Tore 6B,21335,Lueneburg,DE,,www.oceanwaves.de
,6813,,,Ocean Wave Engineering Ltd,,PRC,,,,GB   ,,www.oceanwaveengineering.com/
,3443,,,Ocean Srl,Ocean,,"Via Felice Venezian, 1",,TRIESTE,IT   ,,www.ocean-team.com
,4910,999580830,PT508459761,OCEANSCAN - MARINE SYSTEMS & TECHNOLOGY LDA,MST,PRC,AVENIDA DA LIBERDADE POLO DO MAR DO UPTEC,4450 718,MATOSINHOS PORTO,PT,"41.22232475,-8.67043225545132",www.oceanscan-mst.com
,6812,984804141,,OCEAN RESOURCE LIMITED,OCEAN,PRC,CHURCH STREET 15-17,DY8 1LU,STOURBRIDGE,UK,,www.oceanresource.co.uk
,6840,998955277,,PELAMIS WAVE POWER LIMITED,PWP,PRC,COMMERCIAL STREET 104,EH6 6NF,EDINBURGH,UK,,www.oceanpd.com/
,4110,951986810,,OCEAN OPTICS BV,OOBV,PRC,GEOGRAAF 24,6921 EW,DUIVEN,NL,,www.oceanoptics.eu
,1772,999964368,FR55311294904,SOPAB BREST SA,Océanopolis,PRC,3 Rue Dupleix,29200,BREST,FR,"48.3928592,-4.4830752",www.oceanopolis.com
,1678,,,Océanopolis,,OTH,,29200,Brest,FR   ,,www.oceanopolis.com
,6815,,,Oceanopolis,,,,,,GB   ,,www.oceanopolis.co.uk/
,5119,,,State Oceanographic Institute,SOI,,"Kropotkinskii Lane, 6",,MOSCOW,RU   ,,www.oceanography.ru
,2601,999799274,,HELLENIC OCEANOGRAPHERS ASSOCIATION,HOA,PRC,Patision 148,10035,ATHENS,EL,,www.oceanographers.gr
,4909,,,Oceano XXI - Association for the Knowledge and Economy of the Sea,OCEANO XXI,OTH,Av. da Liberdade s,4450-718,Leça da Palmeira,PT   ,,www.oceano21.org
,1391,,,Communauté de Communes Océan Marais de Monts,,OTH,Place de la Paix 46,85160,Saint-Jean-de-Monts,FR   ,,www.oceanmaraisdemonts.fr
,1677,,,Oceanic Developpement,,REC,Rue de Penzance 4, 29900 ,Concarneau,FR   ,,www.oceanic-dev.com
,3015,967850481,,OCEANFUEL LTD,OCEAN,PRC,MAUSREVAGH KILCOONA,,HEADFORD,IE,,www.oceanfuel.ie
,6808,953689742,GB797277757,OCEAN FLOW ENERGY LTD,OCEANFLOW,PRC,HOTSPUR HOUSE 15 EAST PERCY STREET,NE30 1DT,NORTH SHIELDS,UK,"55.0093149,-1.4451288",www.oceanflowenergy.com
,3014,999678412,,OCEAN ENERGY LIMITED,OE Ltd,PRC,Casement Square 3 - COBH,-,CORK,IE,,www.oceanenergy.ie
,6814,,,oceanDTM Ltd,oceanDTM,PRC,Riverside Road,NR33 0TQ,Lowestoft,GB   ,,www.oceandtm.com
,5084,998671552,RU7727083115,P.P. SHIRSHOV INSTITUTE OF OCEANOLOGY OF RUSSIAN ACADEMY OF SCIENCES,SIO,REC,NAKHIMOVSKY PROSPECT 36,117997,MOSKVA,RU,"55.7506828,37.6174976",www.ocean.ru
,3084,,,National Institute of Oceanography; Israel Oceanographic and Limnological Research,NIO-IOLR,,Tel Shikmona,8030,Haifa,IL   ,,www.ocean.org.il
,2637,951832289,,M. MOSCHATOS - K. STRATIS OE,OCEAN PEANIA SHIPYAR,PRC,ANOIKSIS 8 AG GEORGIOS,19400,KOROPI,EL,,www.ocean.gr
,1438,,,Direction Régionale de l'Equipement Languedoc-Roussillon,DRE,PUB,Allée Henri II de Montmorency 520,34000,Montpellier,FR   ,,www.occitanie.developpement-durable.gouv.fr
,1612,,,"Marine Observatory, Public Association of 'Communes' of the Littoral of Maures",,OTH,,83240,CAVALAIRE SUR MER,FR   ,,www.observatoire-marin.com/
,2323,998116809,DE263537275,O.A.SYS - OCEAN ATMOSPHERE SYSTEMS GMBH,OASYS,PRC,TEWESSTEG 4,20249,HAMBURG,DE,"53.592972,9.992200863655858",www.oasys-research.de
,2324,,,OASYS GmbH,,,Rockwinkeler Landstraße 117A,2832, Bremen,DE   ,,www.oasys-optics.de/
,5677,,,"OARSOALDEA, S.A. Agencia de Desarrollo Comarcal",,PRC,Mamuteko bulego eraikina 2,20180 ,Oiartzun,ES   ,,www.oarsoaldea.eus/
,3983,,,Foundation for Fundamental Research on Matter,FOM,REC,Van Vollenhovenlaan 659,3527 JP ,Utrecht,NL   ,,www.nwo-i.nl
,4488,,,Norwegian Water Resources and Energy Directorate,NVE,OTH,Middelthuns gate 29,368,Oslo,NO   ,,www.nve.no
,6459,996871232,,British Nutrition Foundation,BNF,OTH,KINGSWAY 15-19 IMPERIAL HOUSE 6TH FLOOR,WC2B 6UN,London,UK,,www.nutrition.org.uk
,5124,952224266,,NATIONAL UNIVERSITY OF SAMOA,NUS,HES,LE PAPAIGALAGALA CAMPUS,,APIA,WS,,www.nus.edu.ws
,2316,,,Nielsen und Partner Unternehmensberater GmbH,,,Grosser Burstah 45,D-20457,Hamburg,DE   ,,www.nundp.com
,3013,990991868,,Numerics Warehouse Ltd,NWL,PRC,Tyrone,,Kilcolgan,IE,,www.numericswarehouse.com
,343,998755942,BE0447480893,NUMERICAL MECHANICS APPLICATIONS INTERNATIONAL SA,NUMECA INTERNATIONAL,PRC,CHAUSSEE DE LA HULPE 187-189,1170,BRUXELLES,BE,"50.7972293,4.3957902",www.numeca.com
,3009,999901415,IE9587715A,NATIONAL UNIVERSITY OF IRELAND MAYNOOTH,NUIM,HES,CO KILDARE,W23,Maynooth,IE,"53.3846975,-6.60039448177959",www.nuim.ie
,3007,999978045,IE0022578J,NATIONAL UNIVERSITY OF IRELAND GALWAY,NUI GALWAY,HES,UNIVERSITY ROAD,H91,Galway,IE,"53.2759088,-9.0591389",www.nuigalway.ie
,3025,999978045,IE0022578J,NATIONAL UNIVERSITY OF IRELAND GALWAY,NUI GALWAY,HES,UNIVERSITY ROAD,H91,Galway,IE,"53.2759088,-9.0591389",www.nuigalway.ie
,6805,,,Nufish Ltd,,PRC,,,,GB   ,,www.nufish.co.uk/
,1964,,,City of Nuremberg,,,Hauptmarkt 18,90403,Nürnberg,DE   ,,www.nuernberg.de
,2322,,,NuCellSys GmbH,,PRC,Neue Strasse 95,73230,KIRCHHEIM UNTER TECK,DE   ,,www.nucellsys.com
,5211,,,National Tourist Association,NTZ-NTA,OTH,Vošnjakova 5,SI-1000,Ljubljana,SI   ,,www.ntz-nta.si/
,7194,958116434,VN4200433424,TRUONG DAI HOC NHA TRANG,NTU,HES,NGUYEN DINH CHIEU STREET 2,-,NHA TRANG KHANH HOA,VN,"12.2431693,109.1898675",www.ntu.edu.vn
,6209,950134983,,NATIONAL TAIWAN OCEAN UNIVERSITY,NTOU,HES,PEI NING ROAD 2,20224,KEELUNG,TW,,www.ntou.edu.tw
,4463,,,Norwegian  University of Science and Technology,NTNU,HES,Hogskoleringen 1,7034,TRONDHEIM,NO   ,,www.ntnu.no
,2319,,,North Sea Terminal Bremerhaven GmbH & Co,NTB,,Senator-Borttscheller-Strasse 14,D-27568,Bremerhaven,DE   ,,www.ntb.eu/
,2317,,,Norddeutsche Seekabelwerke GmbH,NSW,,Kabelstraße 9-11,D-26954,Nordenham,DE   ,,www.nsw.de
,6796,998384529,,North Sea Regional Advisory Council,NSRAC,OTH,Woodhill House Westburn Road,-AB16 5GB,Aberdeen,UK,,www.nsrac.org
,4481,,,Norwegian Seafood Association,NSL,PRC,Dronningens gate 7,639,TRONDHEIM,NO   ,,www.nsl.no
,1217,,,Nylands Svenska Lantbrukssällskap,,PRC,,170,Helsinki,FI   ,,www.nsl.fi/
,495,984222335,BG175467353,BULGARIAN NATIONAL SCIENCE FUND,BNSF,PUB,BLVD KNYAZ DONDUKOV 2 A,1000,SOFIA,BG,"42.6977211,23.3225964",www.nsfb.net
,466,995674058,,BULGARIAN NATIONAL FORWARDERS ASSOCIATION,NSBS,OTH,Gotze Delchev Blvd. Bl.15 56,1680,Sofia,BG,,www.nsbs.bg
,6056,999599745,SE202100112401,NATURHISTORISKA RIKSMUSEET,NRM,REC,Frescativägen 40,SE 114 18,STOCKHOLM,SE,"59.3687947,18.0534787",www.nrm.se
,7519,999543194,,NATIONAL RESEARCH FOUNDATION,NRF,PUB,MEIRING NAUDE ROAD BRUMMERIA,0001,PRETORIA,ZA,"-25.7399869,28.2765052",www.nrf.ac.za
,3005,996493611,,NATIONAL ROADS AUTHORITY,TRANSPORT INFRASTRUCTURE IRELAND,PUB,WATERLOO ROAD ST MARTIN S HOUSE,4,Dublin,IE,"53.3497645,-6.2602731",www.nra.ie
,4467,999630203,NO952125001MVA,NORSK REGNESENTRAL,NRS,REC,GAUSTADALLEEN 23 A,0314,OSLO,NO,"59.9433779,10.7166289",www.nr.no
,4478,,,Norwegian Polar Institute,,REC,Postbox 6606 Langnes,9296,TROMSØ,NO   ,,www.npolar.no
,6768,,,National Physical Laboratory,NPL,REC,Hampton Rd,TW11 0LW,Teddington,GB   ,,www.npl.co.uk/
,649,,,Kornati National Park,,PUB,Ul. Butina 2,22243,Murter,HR   ,,www.np-kornati.hr/hr/
,6610,993015870,,FUGRO NPA LIMITED,FNPA,PRC,CROCKHAM PARK,TN86SR,EDENBRIDGE,UK,,www.npagroup.com
,3012,997686711,,NOWCASTING INTERNATIONAL LIMITED,Nowcasting,PRC,BALLYMALEY BUSINESS PARK,Clare,ENNIS,IE,,www.nowcastinginternational.com
,934,999913346,DK10007127,NOVOZYMES A/S,NZ,PRC,Krogshoejvej  36,2880,BAGSVAERD,DK,"55.756937,12.454613",www.novozymes.com
,1215,,,Novia University of Applied Sciences,,HES,Wolffintie 33,65200,Vaasa,FI   ,,www.novia.fi/
,1675,998747988,FR44420805152,NOVELTIS SAS,NOVELTIS,PRC,RUE DU LAC 153,31670,LABEGE,FR,"43.5361016,1.5169488",www.noveltis.fr
,3439,998899793,IT01593330036,NOVAMONT SPA,Novamont,PRC,VIA FAUSER 8,28100,NOVARA,IT,"45.4627115,8.645897",www.novamont.com
,1408,,,Conseil régional d'Aquitaine,,PUB,Rue François de Sourdis 14,33000,Bordeaux,FR   ,,www.nouvelle-aquitaine.fr
,7072,,,University of Nottingham,,HES,University Park,NG7 2RD,Nottingham ,GB   ,,www.nottingham.ac.uk
,2320,,,Noske Kaeser GmbH,,,Ruwoldtweg 12 ,22309,Hamburg ,DE   ,,www.noske-kaeser.com
,4490,951760412,,NORWIND INSTALLER AS,NORWI,PRC,C SUNDTSGATE 17/19 SENTRUM,5004,BERGEN,NO,,www.norwind.no
,6797,,,North York Moors National Park Authority,,PUB,"The Old Vicarage, Bondgate",YO62 5BP,Helmsley,GB   ,,www.northyorkmoors.org.uk/
,7158,999627778,,NORTHWESTERN UNIVERSITY,NWU,HES,Clark Street 633,60208,"EVANSTON, ILLINOIS",US,"42.0505042,-87.679816698913",www.northwestern.edu
,6799,,,Northumberland College,,HES,College Road,NE63 9RG,Ashington,GB   ,,www.northumberland.ac.uk
,4456,954733074,,NORTH ENERGY ASA,NORTHENERGY,PRC,MARKVEIEN 38B,9510,ALTA,NO,,www.northenergy.no
,2029,,,EnvioMar GmbH,,,Kanalstraße 25,44147 ,Dortmund,DE   ,,"www.northdata.de/EnvioMar+GmbH,+Dortmund/HRB+20983"
,6792,999424660,,NORTH BAY SHELLFISH Ltd,NBS,PRC,"Horries, Deerness",KW17 2QL,"ORKNEY, SCOTLAND",UK,,www.northbayshellfish.co.uk
,4455,999621958,,Nor-Tek Teknologisenter AS,Nor-Tek,REC,GAUSTADALLEEN 21,0349,OSLO,NO,,www.nor-tek.no
,4451,998297617,,Norsk Hummer,NH,PRC,Vesterveien 15 B,N-4661,kRISTIANSAND,NO,,www.norskhummer.no
,5987,,,Norsjo Municipality,,PUB,Storgatan 67,935 81,Norsjö,SE   ,,www.norsjo.se/default.aspx?id=1263
,4907,998874670,,NORSISTEMAS - SISTEMAS INFORMATICOSDE GESTAO LDA,NS,PRC,Rua do Marmeleiro 16 R/C,4700 254,BRAGA,PT,,www.norsistemas.pt
,5984,,,Norrtalje Municipality,,PUB,,,,SE   ,,www.norrtalje.se
,5982,,,Norrkoping Municipality,,PUB,Rådhuset,601 81,Norrköping,SE   ,,www.norrkoping.se/
,4447,950314239,,Norner AS,NORNER,PRC,ASDALSTRAND 291,3960,STATHELLE,NO,,www.norner.no/
,4446,997771101,,NORMEX AS,Normex,PRC,BORGUNDFJORDVEIEN 80,6017,Alesund,NO,,www.normex.no
,1411,,,Conseil régional de Haute-Normandie,,PUB,,76000, ROUEN,FR   ,,www.normandie.fr
,1409,,,Conseil régional de Basse-Normandie,,PUB,Place Reine Mathilde 1,14000,Caen,FR   ,,www.normandie.fr
,4445,998883400,,NORLENSE AS,Norlense,PRC,STRONSTAD 8317,1866,HADSEL,NO,,www.norlense.no
,4323,,,Cruise Hardangerfjord,,PRC,Strandkaien 15,5013,Bergen,NO   ,,www.norled.no/en/fjordcruise/hardangerfjord-fjordcruise-with-optional-sightseeing/
,2318,986574973,,NORGENTA NORDDEUTSCHE LIFE SCIENCE AGENTUR GMBH,Norgenta,PRC,FALKENRIED 88,20251,HAMBURG,DE,,www.norgenta.de
,6791,,,Norfolk County Council,,OTH,Church St,NR17 2AH,Attleborough ,GB   ,,www.norfolk.gov.uk
,5674,963072261,,NOREL SA,NOREL,PRC,JESUS APRENDIZ 19 1 A Y B,28007,MADRID,ES,,www.norel.es
,5023,,,North-West Regional Development Agency,,,Calea Dorobanţilor nr.3,400118,Cluj Napoca,RO   ,,www.nord-vest.ro/
,5978,,,Nordic Centre for Spatial Development,NORDREGIO,REC,Holmamiralens Väg 10,SE-111 86, Stockholm,SE   ,,www.nordregio.se/
,5980,999536792,SE262000159001,NORDREGIO,NORDREGIO,REC,Holmamiralens vaeg 10,11186,STOCKHOLM,SE,"59.3251172,18.0710935",www.Nordregio.se
,4443,,,Nordland Research Institute,,HES,Universitetsalleen 11,N-8049,Bodø,NO   ,,www.nordlandsforskning.no/
,342,,,Nordion SA,,,Avenue de L'Esperance,6220,"Fleurus,",BE   ,,www.nordion.com/
,4442,953286125,,NORDIC SEAL AS,NORD,PRC,HEGDALRINGEN 19,3261,LARVIK,NO,,www.nordicseal.com
,5977,997969272,,NORDECONSULT SWEDEN AB,NORDEC,PRC,SOFIAPARKEN 3 C,222 41,LUND,SE,,www.nordeconsult.com
,931,986361476,DK15480378,NORDISK FOND FOR MILJØ OG UDVIKLING,NORDECO,OTH,SKINDERGADE 23,1159,KOBENHAVN,DK,"55.6791188,12.5739092",www.nordeco.dk
,930,,,Norddjurs Municipality,,,Torvet 3,8500,Grenaa,DK   ,,www.norddjurs.dk/
,4307,,,Bodo University College,HiBO,HES,Universitetsalléen 11,8026 ,BODO,NO   ,,www.nord.no
,4440,964556458,,NORBIT ODM AS,NBT,PRC,STIKLESTADVEIEN 1,7041,TRONDHEIM,NO,,www.norbit.no
,4188,,,Stichting De Noordzee,,OTH,Arthur van Schendelstraat 600 ,3511 M,Utrecht,NL   ,,www.noordzee.nl
,4140,,,Province of Noord-Holland,,PUB,Postbus 3007,2001 DA,Haarlem,NL   ,,www.noord-holland.nl
,4150,,,Regional Water Authority Noorderzijlvest,NZV,PUB,Postbus 18,9700 AA,Groningen,NL   ,,www.noorderzijlvest.nl
,4439,998131747,,NOFIMA MARIN AS,NOFIMA,REC,MUNINBAKKEN 9-13,9291,TROMSO,NO,,www.nofima.no
,2698,,,Science Center and Technology Museum ''NOESIS'',NOESIS,PUB,6th km Thessaloniki - Thermi Road,57001,THERMI ,GR   ,,www.noesis.edu.gr
